"Path","Line","TableOrObject","AccessType","OwningFeature","ReplacementTarget","EstimatedComplexity","Snippet"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","143","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","CONSTRAINT ai_image_billing_records_status_ck CHECK (status IN ('reserved','completed','released','pending_reconciliation','manual_review','insufficient','missing_payer','missing_customer','failed','invalid')),"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","144","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","CONSTRAINT ai_image_billing_records_payer_ck CHECK ("
"database\yescale-image-demo\01_add_or_update_billing_support.sql","148","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","CONSTRAINT ai_image_billing_records_points_ck CHECK (provider_cost_points >= 0 AND customer_charged_points >= 0 AND system_charged_points >= 0),"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","149","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","CONSTRAINT ai_image_billing_records_cost_ck CHECK ("
"database\yescale-image-demo\01_add_or_update_billing_support.sql","157","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","ALTER TABLE billing.ai_image_billing_records"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","172","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","UPDATE billing.ai_image_billing_records"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","189","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","ALTER TABLE billing.ai_image_billing_records DROP CONSTRAINT IF EXISTS ai_image_billing_records_status_ck;"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","190","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","ALTER TABLE billing.ai_image_billing_records ADD CONSTRAINT ai_image_billing_records_status_ck"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","193","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","ALTER TABLE billing.ai_image_billing_records DROP CONSTRAINT IF EXISTS ai_image_billing_records_payer_ck;"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","194","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","ALTER TABLE billing.ai_image_billing_records ADD CONSTRAINT ai_image_billing_records_payer_ck"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","200","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","ALTER TABLE billing.ai_image_billing_records DROP CONSTRAINT IF EXISTS ai_image_billing_records_points_ck;"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","201","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","ALTER TABLE billing.ai_image_billing_records ADD CONSTRAINT ai_image_billing_records_points_ck"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","205","ai_image_provider_attempts","write-or-ddl","billing","billing.ai_provider_attempts","high","CREATE TABLE IF NOT EXISTS billing.ai_image_provider_attempts ("
"database\yescale-image-demo\01_add_or_update_billing_support.sql","207","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","billing_record_id uuid NOT NULL REFERENCES billing.ai_image_billing_records(id) ON DELETE RESTRICT,"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","221","ai_image_provider_attempts","reference","billing","billing.ai_provider_attempts","high","CONSTRAINT ai_image_provider_attempts_attempt_ck CHECK (attempt_number > 0),"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","222","ai_image_provider_attempts","reference","billing","billing.ai_provider_attempts","high","CONSTRAINT ai_image_provider_attempts_cost_ck CHECK ("
"database\yescale-image-demo\01_add_or_update_billing_support.sql","228","ai_image_provider_attempts","write-or-ddl","billing","billing.ai_provider_attempts","high","ALTER TABLE billing.ai_image_provider_attempts"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","235","ai_image_provider_attempts","write-or-ddl","billing","billing.ai_provider_attempts","high","CREATE UNIQUE INDEX IF NOT EXISTS ai_image_provider_attempts_record_attempt_uk"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","236","ai_image_provider_attempts","reference","billing","billing.ai_provider_attempts","high","ON billing.ai_image_provider_attempts (billing_record_id, attempt_number);"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","238","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","CREATE INDEX IF NOT EXISTS ai_image_billing_records_customer_created_ix"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","239","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","ON billing.ai_image_billing_records (tenant_id, customer_id, created_at DESC);"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","241","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","CREATE INDEX IF NOT EXISTS ai_image_billing_records_provider_created_ix"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","242","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","ON billing.ai_image_billing_records (provider_code, capability_code, created_at DESC);"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","244","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","CREATE INDEX IF NOT EXISTS ai_image_billing_records_payer_created_ix"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","245","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","ON billing.ai_image_billing_records (tenant_id, payer_type, payer_customer_id, created_at DESC);"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","247","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","CREATE INDEX IF NOT EXISTS ai_image_billing_records_reconciliation_ix"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","248","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","ON billing.ai_image_billing_records (status, reserved_until, pending_reconciliation_at, reconciliation_lock_until)"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","260","token_wallets","reference","billing","token_wallets","low","('token_wallets', 'wallet_scope'),"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","261","token_wallets","reference","billing","token_wallets","low","('token_wallets', 'wallet_code'),"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","262","token_wallets","reference","billing","token_wallets","low","('token_wallets', 'overdraft_limit'),"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","263","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","('ai_image_billing_records', 'logical_request_id'),"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","264","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","('ai_image_billing_records', 'payer_type'),"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","265","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","('ai_image_billing_records', 'payer_customer_id'),"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","266","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","('ai_image_billing_records', 'payer_wallet_id'),"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","267","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","('ai_image_billing_records', 'system_charged_points'),"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","268","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","('ai_image_billing_records', 'tariff_snapshot_json'),"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","269","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","('ai_image_billing_records', 'actual_cost_incomplete'),"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","270","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","('ai_image_billing_records', 'reserved_until'),"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","271","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","('ai_image_billing_records', 'pending_reconciliation_at'),"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","272","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","('ai_image_billing_records', 'reconciliation_attempt_count'),"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","273","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","('ai_image_billing_records', 'reconciliation_lock_owner'),"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","274","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","('ai_image_billing_records', 'reconciliation_lock_until'),"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","275","ai_image_provider_attempts","reference","billing","billing.ai_provider_attempts","high","('ai_image_provider_attempts', 'provider_estimated_cost_usd'),"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","276","ai_image_provider_attempts","reference","billing","billing.ai_provider_attempts","high","('ai_image_provider_attempts', 'provider_actual_cost_usd'),"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","277","ai_image_provider_attempts","reference","billing","billing.ai_provider_attempts","high","('ai_image_provider_attempts', 'cost_source'),"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","278","ai_image_provider_attempts","reference","billing","billing.ai_provider_attempts","high","('ai_image_provider_attempts', 'error_code')"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","293","token_wallets","read","billing","token_wallets","low","FROM billing.token_wallets"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","304","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","AND table_name IN ('ai_image_billing_records','ai_image_provider_attempts','token_wallets')"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","304","ai_image_provider_attempts","reference","billing","billing.ai_provider_attempts","high","AND table_name IN ('ai_image_billing_records','ai_image_provider_attempts','token_wallets')"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","304","token_wallets","reference","billing","token_wallets","low","AND table_name IN ('ai_image_billing_records','ai_image_provider_attempts','token_wallets')"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","314","ai_image_billing_records","read","billing","billing.ai_billing_records","high","-- SELECT * FROM billing.ai_image_billing_records WHERE status='reserved' AND reserved_until < now();"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","315","ai_image_billing_records","read","billing","billing.ai_billing_records","high","-- SELECT * FROM billing.ai_image_billing_records WHERE status='pending_reconciliation' ORDER BY pending_reconciliation_at NULLS FIRST;"
"database\yescale-image-demo\01_add_or_update_billing_support.sql","316","token_wallets","read","billing","token_wallets","low","-- SELECT wallet_scope, wallet_code, balance, locked_balance, low_balance_threshold FROM billing.token_wallets WHERE wallet_scope='system';"
"database\yescale-image-demo\rollback_yescale_image_demo.sql","25","ai_image_billing_records","read","yescale","billing.ai_billing_records","high","FROM billing.ai_image_billing_records"
"database\yescale-image-demo\rollback_yescale_image_demo.sql","38","todox_ai_provider","write-or-ddl","yescale","todox_ai_provider","medium","UPDATE public.todox_ai_provider_capability c"
"database\yescale-image-demo\rollback_yescale_image_demo.sql","38","todox_ai_provider_capability","write-or-ddl","yescale","todox_ai_provider_capability","medium","UPDATE public.todox_ai_provider_capability c"
"database\yescale-image-demo\rollback_yescale_image_demo.sql","46","todox_ai_provider","write-or-ddl","yescale","todox_ai_provider","medium","UPDATE public.todox_ai_provider_capability c"
"database\yescale-image-demo\rollback_yescale_image_demo.sql","46","todox_ai_provider_capability","write-or-ddl","yescale","todox_ai_provider_capability","medium","UPDATE public.todox_ai_provider_capability c"
"database\yescale-image-demo\rollback_yescale_image_demo.sql","56","todox_ai_provider","write-or-ddl","yescale","todox_ai_provider","medium","UPDATE public.todox_ai_provider_capability"
"database\yescale-image-demo\rollback_yescale_image_demo.sql","56","todox_ai_provider_capability","write-or-ddl","yescale","todox_ai_provider_capability","medium","UPDATE public.todox_ai_provider_capability"
"database\yescale-image-demo\rollback_yescale_image_demo.sql","70","todox_ai_provider","write-or-ddl","yescale","todox_ai_provider","medium","UPDATE public.todox_ai_provider"
"database\yescale-image-demo\rollback_yescale_image_demo.sql","73","todox_ai_provider","read","yescale","todox_ai_provider","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\rollback_yescale_image_demo.sql","73","todox_ai_provider_capability","read","yescale","todox_ai_provider_capability","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\rollback_yescale_image_demo.sql","88","todox_ai_provider","read","yescale","todox_ai_provider","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\rollback_yescale_image_demo.sql","88","todox_ai_provider_capability","read","yescale","todox_ai_provider_capability","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\PRODUCTION_DATABASE_UPDATE_PLAN.md","20","token_wallets","reference","yescale","token_wallets","low","- `billing.token_wallets`: missing demo support columns such as `wallet_scope`, `wallet_code`, `overdraft_limit`, `low_balance_threshold`"
"database\yescale-image-demo\PRODUCTION_DATABASE_UPDATE_PLAN.md","21","ai_image_billing_records","reference","yescale","billing.ai_billing_records","high","- `billing.ai_image_billing_records`: missing"
"database\yescale-image-demo\PRODUCTION_DATABASE_UPDATE_PLAN.md","22","ai_image_provider_attempts","reference","yescale","billing.ai_provider_attempts","high","- `billing.ai_image_provider_attempts`: missing"
"database\yescale-image-demo\PRODUCTION_DATABASE_UPDATE_PLAN.md","66","ai_image_billing_records","reference","yescale","billing.ai_billing_records","high","- `billing.ai_image_billing_records`"
"database\yescale-image-demo\PRODUCTION_DATABASE_UPDATE_PLAN.md","68","ai_image_provider_attempts","reference","yescale","billing.ai_provider_attempts","high","- `billing.ai_image_provider_attempts`"
"database\yescale-image-demo\PRODUCTION_DATABASE_UPDATE_PLAN.md","242","ai_image_billing_records","reference","yescale","billing.ai_billing_records","high","- `billing.ai_image_billing_records` exists."
"database\yescale-image-demo\PRODUCTION_DATABASE_UPDATE_PLAN.md","243","ai_image_provider_attempts","reference","yescale","billing.ai_provider_attempts","high","- `billing.ai_image_provider_attempts` exists."
"database\yescale-image-demo\verify_yescale_image_demo.sql","22","todox_ai_provider","read","yescale","todox_ai_provider","low","FROM public.todox_ai_provider"
"database\yescale-image-demo\verify_yescale_image_demo.sql","32","todox_ai_provider","read","yescale","todox_ai_provider","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\verify_yescale_image_demo.sql","32","todox_ai_provider_capability","read","yescale","todox_ai_provider_capability","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\verify_yescale_image_demo.sql","43","todox_ai_provider","read","yescale","todox_ai_provider","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\verify_yescale_image_demo.sql","43","todox_ai_provider_capability","read","yescale","todox_ai_provider_capability","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\verify_yescale_image_demo.sql","55","todox_ai_provider","read","yescale","todox_ai_provider","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\verify_yescale_image_demo.sql","55","todox_ai_provider_capability","read","yescale","todox_ai_provider_capability","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\verify_yescale_image_demo.sql","66","todox_ai_provider","read","yescale","todox_ai_provider","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\verify_yescale_image_demo.sql","66","todox_ai_provider_capability","read","yescale","todox_ai_provider_capability","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\verify_yescale_image_demo.sql","78","todox_ai_provider","read","yescale","todox_ai_provider","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\verify_yescale_image_demo.sql","78","todox_ai_provider_capability","read","yescale","todox_ai_provider_capability","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\verify_yescale_image_demo.sql","88","todox_ai_provider","read","yescale","todox_ai_provider","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\verify_yescale_image_demo.sql","88","todox_ai_provider_capability","read","yescale","todox_ai_provider_capability","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\verify_yescale_image_demo.sql","100","ai_image_billing_records","reference","yescale","billing.ai_billing_records","high","('billing.ai_image_billing_records'),"
"database\yescale-image-demo\verify_yescale_image_demo.sql","101","ai_image_provider_attempts","reference","yescale","billing.ai_provider_attempts","high","('billing.ai_image_provider_attempts')"
"database\yescale-image-demo\verify_yescale_image_demo.sql","112","token_wallets","reference","yescale","token_wallets","low","('token_wallets','wallet_scope'),"
"database\yescale-image-demo\verify_yescale_image_demo.sql","113","token_wallets","reference","yescale","token_wallets","low","('token_wallets','wallet_code'),"
"database\yescale-image-demo\verify_yescale_image_demo.sql","114","token_wallets","reference","yescale","token_wallets","low","('token_wallets','overdraft_limit'),"
"database\yescale-image-demo\verify_yescale_image_demo.sql","115","ai_image_billing_records","reference","yescale","billing.ai_billing_records","high","('ai_image_billing_records','payer_type'),"
"database\yescale-image-demo\verify_yescale_image_demo.sql","116","ai_image_billing_records","reference","yescale","billing.ai_billing_records","high","('ai_image_billing_records','payer_customer_id'),"
"database\yescale-image-demo\verify_yescale_image_demo.sql","117","ai_image_billing_records","reference","yescale","billing.ai_billing_records","high","('ai_image_billing_records','payer_wallet_id'),"
"database\yescale-image-demo\verify_yescale_image_demo.sql","118","ai_image_billing_records","reference","yescale","billing.ai_billing_records","high","('ai_image_billing_records','system_charged_points'),"
"database\yescale-image-demo\verify_yescale_image_demo.sql","119","ai_image_billing_records","reference","yescale","billing.ai_billing_records","high","('ai_image_billing_records','tariff_snapshot_json'),"
"database\yescale-image-demo\verify_yescale_image_demo.sql","120","ai_image_billing_records","reference","yescale","billing.ai_billing_records","high","('ai_image_billing_records','actual_cost_incomplete'),"
"database\yescale-image-demo\verify_yescale_image_demo.sql","121","ai_image_billing_records","reference","yescale","billing.ai_billing_records","high","('ai_image_billing_records','reserved_until'),"
"database\yescale-image-demo\verify_yescale_image_demo.sql","122","ai_image_billing_records","reference","yescale","billing.ai_billing_records","high","('ai_image_billing_records','pending_reconciliation_at'),"
"database\yescale-image-demo\verify_yescale_image_demo.sql","123","ai_image_billing_records","reference","yescale","billing.ai_billing_records","high","('ai_image_billing_records','reconciliation_attempt_count'),"
"database\yescale-image-demo\verify_yescale_image_demo.sql","124","ai_image_billing_records","reference","yescale","billing.ai_billing_records","high","('ai_image_billing_records','reconciliation_lock_owner'),"
"database\yescale-image-demo\verify_yescale_image_demo.sql","125","ai_image_billing_records","reference","yescale","billing.ai_billing_records","high","('ai_image_billing_records','reconciliation_lock_until'),"
"database\yescale-image-demo\verify_yescale_image_demo.sql","126","ai_image_provider_attempts","reference","yescale","billing.ai_provider_attempts","high","('ai_image_provider_attempts','provider_estimated_cost_usd'),"
"database\yescale-image-demo\verify_yescale_image_demo.sql","127","ai_image_provider_attempts","reference","yescale","billing.ai_provider_attempts","high","('ai_image_provider_attempts','provider_actual_cost_usd'),"
"database\yescale-image-demo\verify_yescale_image_demo.sql","128","ai_image_provider_attempts","reference","yescale","billing.ai_provider_attempts","high","('ai_image_provider_attempts','cost_source'),"
"database\yescale-image-demo\verify_yescale_image_demo.sql","129","ai_image_provider_attempts","reference","yescale","billing.ai_provider_attempts","high","('ai_image_provider_attempts','error_code')"
"database\yescale-image-demo\verify_yescale_image_demo.sql","146","token_wallets","reference","yescale","token_wallets","low","('token_wallets_customer_scope_uk'),"
"database\yescale-image-demo\verify_yescale_image_demo.sql","147","token_wallets","reference","yescale","token_wallets","low","('token_wallets_system_code_uk'),"
"database\yescale-image-demo\verify_yescale_image_demo.sql","148","ai_image_provider_attempts","reference","yescale","billing.ai_provider_attempts","high","('ai_image_provider_attempts_record_attempt_uk'),"
"database\yescale-image-demo\verify_yescale_image_demo.sql","149","ai_image_billing_records","reference","yescale","billing.ai_billing_records","high","('ai_image_billing_records_reconciliation_ix')"
"database\yescale-image-demo\verify_yescale_image_demo.sql","162","token_wallets","read","yescale","token_wallets","low","FROM billing.token_wallets"
"database\yescale-image-demo\verify_yescale_image_demo.sql","192","ai_image_billing_records","reference","yescale","billing.ai_billing_records","high","AND table_name IN ('ai_image_billing_records','ai_image_provider_attempts','token_wallets')"
"database\yescale-image-demo\verify_yescale_image_demo.sql","192","ai_image_provider_attempts","reference","yescale","billing.ai_provider_attempts","high","AND table_name IN ('ai_image_billing_records','ai_image_provider_attempts','token_wallets')"
"database\yescale-image-demo\verify_yescale_image_demo.sql","192","token_wallets","reference","yescale","token_wallets","low","AND table_name IN ('ai_image_billing_records','ai_image_provider_attempts','token_wallets')"
"database\yescale-image-demo\verify_yescale_image_demo.sql","201","ai_image_billing_records","read","yescale","billing.ai_billing_records","high","FROM billing.ai_image_billing_records"
"database\yescale-image-demo\verify_yescale_image_demo.sql","210","todox_ai_provider","read","yescale","todox_ai_provider","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\verify_yescale_image_demo.sql","210","todox_ai_provider_capability","read","yescale","todox_ai_provider_capability","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\verify_yescale_image_demo.sql","222","todox_ai_provider","read","yescale","todox_ai_provider","low","FROM public.todox_ai_provider"
"database\yescale-image-demo\verify_yescale_image_demo.sql","229","todox_ai_provider","read","yescale","todox_ai_provider","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\verify_yescale_image_demo.sql","229","todox_ai_provider_capability","read","yescale","todox_ai_provider_capability","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\verify_yescale_image_demo.sql","235","token_wallets","read","yescale","token_wallets","low","FROM billing.token_wallets"
"database\yescale-image-demo\verify_yescale_image_demo.sql","240","ai_image_billing_records","read","yescale","billing.ai_billing_records","high","FROM billing.ai_image_billing_records"
"database\yescale-image-demo\verify_yescale_image_demo.sql","247","ai_image_billing_records","reference","yescale","billing.ai_billing_records","high","AND table_name IN ('ai_image_billing_records','ai_image_provider_attempts','yescale_image_default_snapshot')"
"database\yescale-image-demo\verify_yescale_image_demo.sql","247","ai_image_provider_attempts","reference","yescale","billing.ai_provider_attempts","high","AND table_name IN ('ai_image_billing_records','ai_image_provider_attempts','yescale_image_default_snapshot')"
"database\migrations\202607_navigation_menu_two_level.sql","104","token_wallets","reference","shared","token_wallets","low","('billing_services', 'wallets', 'Quáº£n lÃ½ Ä‘iá»ƒm', '/wallets', 'AccountBalanceWallet', ARRAY['token_wallets']::text[], 'any_module', false, 10, 'Äiá»ƒm/token wallet'),"
"database\migrations\202607_navigation_menu_two_level.sql","107","render_jobs","reference","shared","render_jobs","low","('ai_studio', 'render_jobs', 'Render Jobs', '/render-jobs', 'Movie', ARRAY['render_jobs']::text[], 'any_module', false, 20, 'Render jobs'),"
"TodoX.Web\Services\WalletService.cs","12","token_usage_logs","write-or-ddl","billing","token_usage_logs","medium","/// usage logging (billing.token_usage_logs). Admin/root accounts are never charged."
"TodoX.Web\Services\WalletService.cs","34","token_wallets","read","billing","token_wallets","low","""""SELECT balance FROM billing.token_wallets WHERE customer_id=@cid LIMIT 1;"""","
"TodoX.Web\Services\WalletService.cs","44","token_wallets","read","billing","token_wallets","low","""""SELECT id FROM billing.token_wallets WHERE customer_id=@cid LIMIT 1;"""", new { cid = customerId });"
"TodoX.Web\Services\WalletService.cs","51","token_wallets","write-or-ddl","billing","token_wallets","medium","INSERT INTO billing.token_wallets (id, tenant_id, customer_id, balance, locked_balance, status, created_at)"
"TodoX.Web\Services\WalletService.cs","79","token_wallets","write-or-ddl","billing","token_wallets","medium","""""SELECT balance FROM billing.token_wallets WHERE id=@id FOR UPDATE;"""", new { id = walletId });"
"TodoX.Web\Services\WalletService.cs","90","token_wallets","write-or-ddl","billing","token_wallets","medium","""""UPDATE billing.token_wallets SET balance=@after, updated_at=now() WHERE id=@id;"""","
"TodoX.Web\Services\WalletService.cs","96","token_transactions","write-or-ddl","billing","token_transactions","medium","INSERT INTO billing.token_transactions"
"TodoX.Web\Services\WalletService.cs","133","token_usage_logs","write-or-ddl","billing","token_usage_logs","medium","INSERT INTO billing.token_usage_logs"
"TodoX.Web\Services\WalletService.cs","156","token_wallets","write-or-ddl","billing","token_wallets","medium","INSERT INTO billing.token_wallets (id, tenant_id, customer_id, balance, locked_balance, status, created_at)"
"TodoX.Web\Services\WalletService.cs","159","token_wallets","read","billing","token_wallets","low","WHERE NOT EXISTS (SELECT 1 FROM billing.token_wallets w WHERE w.customer_id = c.id);"
"database\manual\yescale-video-provider\rollback.sql","5","todox_ai_provider","write-or-ddl","provider","todox_ai_provider","medium","DELETE FROM public.todox_ai_provider_capability"
"database\manual\yescale-video-provider\rollback.sql","5","todox_ai_provider_capability","write-or-ddl","provider","todox_ai_provider_capability","medium","DELETE FROM public.todox_ai_provider_capability"
"database\manual\yescale-video-provider\rollback.sql","8","todox_ai_provider","write-or-ddl","provider","todox_ai_provider","medium","DELETE FROM public.todox_ai_provider"
"database\manual\yescale-video-provider\02_verify_yescale_video_provider.sql","4","todox_ai_provider","read","provider","todox_ai_provider","low","FROM public.todox_ai_provider"
"database\manual\yescale-video-provider\02_verify_yescale_video_provider.sql","9","todox_ai_provider","read","provider","todox_ai_provider","low","FROM public.todox_ai_provider_capability"
"database\manual\yescale-video-provider\02_verify_yescale_video_provider.sql","9","todox_ai_provider_capability","read","provider","todox_ai_provider_capability","low","FROM public.todox_ai_provider_capability"
"database\manual\yescale-video-provider\02_verify_yescale_video_provider.sql","14","todox_ai_provider","read","provider","todox_ai_provider","low","FROM public.todox_ai_provider_capability"
"database\manual\yescale-video-provider\02_verify_yescale_video_provider.sql","14","todox_ai_provider_capability","read","provider","todox_ai_provider_capability","low","FROM public.todox_ai_provider_capability"
"database\manual\yescale-video-provider\02_verify_yescale_video_provider.sql","20","todox_ai_provider","read","provider","todox_ai_provider","low","FROM public.todox_ai_provider_capability"
"database\manual\yescale-video-provider\02_verify_yescale_video_provider.sql","20","todox_ai_provider_capability","read","provider","todox_ai_provider_capability","low","FROM public.todox_ai_provider_capability"
"database\manual\yescale-video-provider\01_seed_yescale_video_provider.sql","5","todox_ai_provider","write-or-ddl","provider","todox_ai_provider","medium","UPDATE public.todox_ai_provider"
"database\manual\yescale-video-provider\01_seed_yescale_video_provider.sql","23","todox_ai_provider","write-or-ddl","provider","todox_ai_provider","medium","INSERT INTO public.todox_ai_provider"
"database\manual\yescale-video-provider\01_seed_yescale_video_provider.sql","39","todox_ai_provider","read","provider","todox_ai_provider","low","SELECT 1 FROM public.todox_ai_provider WHERE provider_code = 'yescale_task_video'"
"database\manual\yescale-video-provider\01_seed_yescale_video_provider.sql","43","todox_ai_provider","read","provider","todox_ai_provider","low","SELECT id FROM public.todox_ai_provider WHERE provider_code = 'yescale_task_video'"
"database\manual\yescale-video-provider\01_seed_yescale_video_provider.sql","112","todox_ai_provider","write-or-ddl","provider","todox_ai_provider","medium","UPDATE public.todox_ai_provider_capability c"
"database\manual\yescale-video-provider\01_seed_yescale_video_provider.sql","112","todox_ai_provider_capability","write-or-ddl","provider","todox_ai_provider_capability","medium","UPDATE public.todox_ai_provider_capability c"
"database\manual\yescale-video-provider\01_seed_yescale_video_provider.sql","128","todox_ai_provider","read","provider","todox_ai_provider","low","SELECT id FROM public.todox_ai_provider WHERE provider_code = 'yescale_task_video'"
"database\manual\yescale-video-provider\01_seed_yescale_video_provider.sql","197","todox_ai_provider","write-or-ddl","provider","todox_ai_provider","medium","INSERT INTO public.todox_ai_provider_capability"
"database\manual\yescale-video-provider\01_seed_yescale_video_provider.sql","197","todox_ai_provider_capability","write-or-ddl","provider","todox_ai_provider_capability","medium","INSERT INTO public.todox_ai_provider_capability"
"database\manual\yescale-video-provider\01_seed_yescale_video_provider.sql","207","todox_ai_provider","read","provider","todox_ai_provider","low","FROM public.todox_ai_provider_capability c"
"database\manual\yescale-video-provider\01_seed_yescale_video_provider.sql","207","todox_ai_provider_capability","read","provider","todox_ai_provider_capability","low","FROM public.todox_ai_provider_capability c"
"database\manual\yescale-video-provider\00_preflight.sql","5","todox_ai_provider","reference","provider","todox_ai_provider","low","IF to_regclass('public.todox_ai_provider') IS NULL THEN"
"database\manual\yescale-video-provider\00_preflight.sql","6","todox_ai_provider","reference","provider","todox_ai_provider","low","RAISE EXCEPTION 'Missing table public.todox_ai_provider.';"
